"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","PRCP","SNOW","TAVG","TMAX"
"USR0000CHAW","HAWKEYE CALIFORNIA, CA US","38.7817","-122.9169","609.6","2015",,,,"60.8","69.0"
"USR0000CHAW","HAWKEYE CALIFORNIA, CA US","38.7817","-122.9169","609.6","2016",,,,"59.5","67.0"
"USC00046370","OCCIDENTAL, CA US","38.3858","-122.9661","263.7","2010",,,"0.0",,
"USC00046370","OCCIDENTAL, CA US","38.3858","-122.9661","263.7","2013",,"15.46",,,
"USC00041838","CLOVERDALE, CA US","38.8","-123.0175","100.6","2012",,,,"61.5","76.4"
"USC00041838","CLOVERDALE, CA US","38.8","-123.0175","100.6","2013",,"8.67",,"62.0","78.1"
"USC00041838","CLOVERDALE, CA US","38.8","-123.0175","100.6","2014",,"43.89",,"64.0","79.2"
"USC00041838","CLOVERDALE, CA US","38.8","-123.0175","100.6","2015",,"25.06",,"63.8","79.3"
"USC00041838","CLOVERDALE, CA US","38.8","-123.0175","100.6","2016",,,,,
"USW00023213","SANTA ROSA SONOMA CO AIRPORT, CA US","38.5038","-122.8102","34.7","2010","4.3","48.09",,"57.2","69.4"
"USW00023213","SANTA ROSA SONOMA CO AIRPORT, CA US","38.5038","-122.8102","34.7","2011","4.0","26.88",,"57.1","70.5"
"USW00023213","SANTA ROSA SONOMA CO AIRPORT, CA US","38.5038","-122.8102","34.7","2012","4.5","41.12",,"57.9","72.0"
"USW00023213","SANTA ROSA SONOMA CO AIRPORT, CA US","38.5038","-122.8102","34.7","2013","4.5","8.46",,,
