,county,arson_x,campfire_x,debris burning_x,equip. use_x,ltng._x,misc._x,powerline_x,p-w-f_x,railroad_x,smoking_x,undet._x,vehicle_x,year_x,region_x,.25 acres or <_x,.26-9.99 acres_x,10-99 acres_x,100-299 acres_x,300-999 acres_x,1000-4999 acres_x,5000 acres >_x,year_y,region_y,arson_y,campfire_y,debris_burning,equip_use,ltng,misc,powerline_y,pwf,railroad_y,smoking_y,undet,vehicle_y,year_x,region_x,total,brush,grass,timber,woodland,other,year_y,region_y,arson,campfire,debris burning_y,equip. use_y,ltng._y,misc._y,power-line,p-w-f_y,rail-road,smoking,undet._y,vehicle,year ,region ,.25 acres or <_y,.26-9.99 acres_y,10-99 acres_y,100-299 acres_y,300-999 acres_y,1000-4999 acres_y,5000 acres >_y,year,region,county_year
86,Plumas,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2011.0,north,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2011.0,north,0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,2011.0,north,2.0,0.0,0.0,0.0,0.0,2.0,2011.0,north,$0 ,$0 ,$750 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2011.0,north,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2011.0,north,Plumas_2012
87,Plumas,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2011.0,north,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2011.0,north,0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,2011.0,north,2.0,0.0,0.0,0.0,0.0,2.0,2011.0,north,$0 ,$0 ,$750 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2011.0,north,$750 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2011.0,north,Plumas_2012
88,Plumas,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2011.0,north,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2011.0,north,0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,2011.0,north,2.0,1.0,0.0,1.0,0.0,0.0,2011.0,north,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2011.0,north,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2011.0,north,Plumas_2012
89,Plumas,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2011.0,north,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2011.0,north,0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,2011.0,north,2.0,1.0,0.0,1.0,0.0,0.0,2011.0,north,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2011.0,north,$750 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2011.0,north,Plumas_2012
90,Plumas,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2011.0,north,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2011.0,north,0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,2011.0,north,2.0,1.0,0.0,1.0,0.0,0.0,2011.0,north,$0 ,$0 ,$750 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2011.0,north,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2011.0,north,Plumas_2012
91,Plumas,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2011.0,north,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2011.0,north,0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,2011.0,north,2.0,1.0,0.0,1.0,0.0,0.0,2011.0,north,$0 ,$0 ,$750 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2011.0,north,$750 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2011.0,north,Plumas_2012
92,Riverside,7.0,0.0,12.0,29.0,5.0,53.0,10.0,0.0,1.0,7.0,78.0,6.0,2011.0,south,59.0,120.0,26.0,2.0,1.0,0.0,0.0,2011.0,south,13,0.0,16.0,255,8,382.0,31.0,0.0,1.0,4.0,"1,597",11.0,2011.0,south,2318.0,217.0,1767.0,4.0,0.0,330.0,2011.0,south,$0 ,$0 ,$0 ,"$157,600 ",$0 ,"$51,000 ","$17,000 ",$0 ,$0 ,$0 ,"$51,000 ","$59,000 ",2011.0,south ,$0 ,"$254,600 ","$81,000 ",$0 ,$0 ,$0 ,$0 ,2011.0,south,Riverside_2012
93,Riverside,7.0,0.0,12.0,29.0,5.0,53.0,10.0,0.0,1.0,7.0,78.0,6.0,2011.0,south,59.0,120.0,26.0,2.0,1.0,0.0,0.0,2011.0,south,13,0.0,16.0,255,8,382.0,31.0,0.0,1.0,4.0,"1,597",11.0,2011.0,south,2318.0,217.0,1767.0,4.0,0.0,330.0,2011.0,south,$0 ,$0 ,$0 ,"$157,600 ",$0 ,"$51,000 ","$17,000 ",$0 ,$0 ,$0 ,"$51,000 ","$59,000 ",2011.0,south ,$0 ,"$254,600 ","$81,000 ",$0 ,$0 ,$0 ,$0 ,2011.0,south,Riverside_2012
94,Sacramento,2.0,0.0,0.0,2.0,0.0,7.0,1.0,0.0,0.0,0.0,3.0,0.0,2011.0,north,4.0,9.0,2.0,0.0,0.0,0.0,0.0,2011.0,north,0,0.0,0.0,1,0,38.0,16.0,0.0,0.0,0.0,3,0.0,2011.0,north,60.0,0.0,53.0,0.0,0.0,7.0,2011.0,north,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2011.0,north,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2011.0,north,Sacramento_2012
95,San Benito,2.0,0.0,1.0,5.0,0.0,8.0,3.0,0.0,0.0,0.0,4.0,0.0,2011.0,south,4.0,16.0,3.0,0.0,0.0,0.0,0.0,2011.0,south,4,0.0,1.0,54,0,12.0,7.0,0.0,0.0,0.0,41,0.0,2011.0,south,119.0,1.0,114.0,0.0,0.0,4.0,2011.0,south,$0 ,$0 ,$0 ,"$3,195 ",$0 ,$20 ,$0 ,$0 ,$0 ,$0 ,"$5,000 ",$0 ,2011.0,south ,$30 ,$185 ,"$8,000 ",$0 ,$0 ,$0 ,$0 ,2011.0,south,San Benito_2012
96,San Bernardino,5.0,0.0,5.0,19.0,3.0,40.0,5.0,1.0,0.0,3.0,21.0,0.0,2011.0,south,46.0,44.0,8.0,3.0,0.0,1.0,0.0,2011.0,south,0,0.0,2.0,20,2,296.0,15.0,1.0,0.0,2.0,"1,653",0.0,2011.0,south,1992.0,63.0,503.0,0.0,0.0,1426.0,2011.0,south,$0 ,$0 ,$0 ,"$39,002 ",$0 ,$108 ,$0 ,$0 ,$0 ,$0 ,"$380,700 ",$0 ,2011.0,south ,"$2,000 ","$137,802 ",$8 ,$0 ,$0 ,"$280,000 ",$0 ,2011.0,south,San Bernardino_2012
97,San Diego,6.0,0.0,8.0,28.0,8.0,57.0,9.0,0.0,0.0,2.0,77.0,1.0,2011.0,south,87.0,86.0,18.0,3.0,0.0,1.0,1.0,2011.0,south,"14,138",0.0,23.0,136,220,374.0,239.0,0.0,0.0,1.0,"2,306",2.0,2011.0,south,17439.0,16883.0,461.0,2.0,0.0,93.0,2011.0,south,"$5,000 ",$0 ,$0 ,"$99,800 ",$0 ,"$232,162 ",$500 ,$0 ,$0 ,$0 ,"$3,500 ","$1,000 ",2011.0,south ,"$9,762 ","$94,200 ","$232,000 ",$0 ,$0 ,"$1,000 ","$5,000 ",2011.0,south,San Diego_2012
98,San Joaquin,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,2011.0,north,2.0,5.0,0.0,0.0,0.0,0.0,0.0,2011.0,north,0,0.0,0.0,5,0,15.0,0.0,0.0,0.0,0.0,2,0.0,2011.0,north,23.0,0.0,18.0,0.0,0.0,5.0,2011.0,north,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2011.0,north,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2011.0,north,San Joaquin_2012
99,San Luis Obispo,2.0,0.0,9.0,24.0,1.0,54.0,6.0,0.0,0.0,0.0,27.0,3.0,2011.0,south,59.0,57.0,7.0,1.0,1.0,1.0,0.0,2011.0,south,1,0.0,17.0,"1,957",1,62.0,67.0,0.0,0.0,0.0,243,44.0,2011.0,south,2391.0,6.0,2366.0,2.0,0.0,17.0,2011.0,south,$0 ,$0 ,$0 ,"$89,300 ",$0 ,"$28,900 ","$3,000 ",$0 ,$0 ,$0 ,"$2,000 ",$0 ,2011.0,south ,"$25,000 ","$28,700 ","$56,000 ","$2,000 ",$0 ,"$11,500 ",$0 ,2011.0,south,San Luis Obispo_2012
100,San Mateo,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,2011.0,north,4.0,6.0,0.0,0.0,0.0,0.0,0.0,2011.0,north,0,0.0,0.0,2,0,2.0,0.0,0.0,0.0,0.0,2,0.0,2011.0,north,6.0,1.0,3.0,2.0,0.0,0.0,2011.0,north,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2011.0,north,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2011.0,north,San Mateo_2012
101,Santa Clara,2.0,2.0,2.0,6.0,0.0,13.0,5.0,0.0,0.0,0.0,8.0,0.0,2011.0,north,20.0,14.0,4.0,0.0,0.0,0.0,0.0,2011.0,north,,,,,,,,,,,,,,,113.0,5.0,78.0,1.0,0.0,29.0,2011.0,north,$0 ,$0 ,$0 ,"$16,500 ",$0 ,"$8,000 ",$0 ,$0 ,,$0 ,$0 ,$0 ,2011.0,north,$200 ,"$7,200 ","$17,100 ",$0 ,$0 ,$0 ,$0 ,2011.0,north,Santa Clara_2012
102,Santa Cruz,0.0,2.0,6.0,5.0,0.0,27.0,9.0,0.0,0.0,0.0,11.0,0.0,2011.0,north,41.0,19.0,0.0,0.0,0.0,0.0,0.0,2011.0,north,0,0.0,4.0,3,0,8.0,1.0,0.0,0.0,0.0,4,0.0,2011.0,north,20.0,0.0,4.0,11.0,0.0,5.0,2011.0,north,$0 ,$0 ,$1 ,"$2,000 ",$0 ,"$11,025 ",$400 ,$0 ,$0 ,$0 ,$0 ,$0 ,2011.0,north,"$11,425 ","$2,001 ",$0 ,$0 ,$0 ,$0 ,$0 ,2011.0,north,Santa Cruz_2012
103,Shasta,12.0,1.0,27.0,11.0,18.0,51.0,4.0,1.0,0.0,3.0,29.0,1.0,2011.0,north,76.0,74.0,8.0,0.0,0.0,0.0,0.0,2011.0,north,6,0.0,69.0,15,5,101.0,19.0,1.0,0.0,3.0,127,1.0,2011.0,north,347.0,34.0,188.0,36.0,49.0,40.0,2011.0,north,$200 ,$0 ,"$14,800 ","$1,000 ",$0 ,$100 ,"$2,500 ",$0 ,,"$1,000 ","$14,000 ",$0 ,2011.0,north,"$3,500 ","$19,100 ","$11,000 ",$0 ,$0 ,$0 ,$0 ,2011.0,north,Shasta_2012
104,Shasta,12.0,1.0,27.0,11.0,18.0,51.0,4.0,1.0,0.0,3.0,29.0,1.0,2011.0,north,76.0,74.0,8.0,0.0,0.0,0.0,0.0,2011.0,north,6,0.0,69.0,15,5,101.0,19.0,1.0,0.0,3.0,127,1.0,2011.0,north,347.0,34.0,188.0,36.0,49.0,40.0,2011.0,north,$200 ,$0 ,"$14,800 ","$1,000 ",$0 ,$100 ,"$2,500 ",$0 ,,"$1,000 ","$14,000 ",$0 ,2011.0,north,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2011.0,north,Shasta_2012
105,Sierra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2011.0,north,0.0,4.0,1.0,0.0,0.0,0.0,0.0,2011.0,north,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,14,0.0,2011.0,north,14.0,0.0,0.0,11.0,1.0,2.0,2011.0,north,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2011.0,north,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2011.0,north,Sierra_2012
106,Siskiyou,1.0,0.0,13.0,4.0,8.0,20.0,1.0,1.0,0.0,0.0,5.0,4.0,2011.0,north,34.0,18.0,4.0,0.0,0.0,0.0,0.0,2011.0,north,1,0.0,22.0,18,24,21.0,0.0,1.0,0.0,0.0,13,0.0,2011.0,north,5.0,0.0,0.0,5.0,0.0,0.0,2011.0,north,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2011.0,north,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2011.0,north,Siskiyou_2012
107,Siskiyou,1.0,0.0,13.0,4.0,8.0,20.0,1.0,1.0,0.0,0.0,5.0,4.0,2011.0,north,34.0,18.0,4.0,0.0,0.0,0.0,0.0,2011.0,north,1,0.0,22.0,18,24,21.0,0.0,1.0,0.0,0.0,13,0.0,2011.0,north,5.0,0.0,0.0,5.0,0.0,0.0,2011.0,north,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2011.0,north,"$41,200 ","$250,202 ",$0 ,$0 ,$0 ,$0 ,$0 ,2011.0,north,Siskiyou_2012
108,Siskiyou,1.0,0.0,13.0,4.0,8.0,20.0,1.0,1.0,0.0,0.0,5.0,4.0,2011.0,north,34.0,18.0,4.0,0.0,0.0,0.0,0.0,2011.0,north,1,0.0,22.0,18,24,21.0,0.0,1.0,0.0,0.0,13,0.0,2011.0,north,5.0,0.0,0.0,5.0,0.0,0.0,2011.0,north,$0 ,$0 ,$0 ,"$1,000 ",$0 ,"$250,402 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$40,000 ",2011.0,north,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2011.0,north,Siskiyou_2012
109,Siskiyou,1.0,0.0,13.0,4.0,8.0,20.0,1.0,1.0,0.0,0.0,5.0,4.0,2011.0,north,34.0,18.0,4.0,0.0,0.0,0.0,0.0,2011.0,north,1,0.0,22.0,18,24,21.0,0.0,1.0,0.0,0.0,13,0.0,2011.0,north,5.0,0.0,0.0,5.0,0.0,0.0,2011.0,north,$0 ,$0 ,$0 ,"$1,000 ",$0 ,"$250,402 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$40,000 ",2011.0,north,"$41,200 ","$250,202 ",$0 ,$0 ,$0 ,$0 ,$0 ,2011.0,north,Siskiyou_2012
110,Siskiyou,1.0,0.0,13.0,4.0,8.0,20.0,1.0,1.0,0.0,0.0,5.0,4.0,2011.0,north,34.0,18.0,4.0,0.0,0.0,0.0,0.0,2011.0,north,1,0.0,22.0,18,24,21.0,0.0,1.0,0.0,0.0,13,0.0,2011.0,north,99.0,3.0,62.0,1.0,9.0,24.0,2011.0,north,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2011.0,north,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2011.0,north,Siskiyou_2012
111,Siskiyou,1.0,0.0,13.0,4.0,8.0,20.0,1.0,1.0,0.0,0.0,5.0,4.0,2011.0,north,34.0,18.0,4.0,0.0,0.0,0.0,0.0,2011.0,north,1,0.0,22.0,18,24,21.0,0.0,1.0,0.0,0.0,13,0.0,2011.0,north,99.0,3.0,62.0,1.0,9.0,24.0,2011.0,north,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2011.0,north,"$41,200 ","$250,202 ",$0 ,$0 ,$0 ,$0 ,$0 ,2011.0,north,Siskiyou_2012
112,Siskiyou,1.0,0.0,13.0,4.0,8.0,20.0,1.0,1.0,0.0,0.0,5.0,4.0,2011.0,north,34.0,18.0,4.0,0.0,0.0,0.0,0.0,2011.0,north,1,0.0,22.0,18,24,21.0,0.0,1.0,0.0,0.0,13,0.0,2011.0,north,99.0,3.0,62.0,1.0,9.0,24.0,2011.0,north,$0 ,$0 ,$0 ,"$1,000 ",$0 ,"$250,402 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$40,000 ",2011.0,north,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2011.0,north,Siskiyou_2012
113,Siskiyou,1.0,0.0,13.0,4.0,8.0,20.0,1.0,1.0,0.0,0.0,5.0,4.0,2011.0,north,34.0,18.0,4.0,0.0,0.0,0.0,0.0,2011.0,north,1,0.0,22.0,18,24,21.0,0.0,1.0,0.0,0.0,13,0.0,2011.0,north,99.0,3.0,62.0,1.0,9.0,24.0,2011.0,north,$0 ,$0 ,$0 ,"$1,000 ",$0 ,"$250,402 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$40,000 ",2011.0,north,"$41,200 ","$250,202 ",$0 ,$0 ,$0 ,$0 ,$0 ,2011.0,north,Siskiyou_2012
114,Solano,1.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,1.0,2011.0,north,2.0,12.0,1.0,0.0,1.0,0.0,0.0,2011.0,north,715,0.0,3.0,16,0,2.0,0.0,0.0,0.0,0.0,15,0.0,2011.0,north,749.0,0.0,749.0,0.0,0.0,0.0,2011.0,north,$0 ,$0 ,$0 ,"$2,500 ",$0 ,$20 ,$0 ,$0 ,,$0 ,$500 ,$0 ,2011.0,north,$0 ,$520 ,"$2,500 ",$0 ,$0 ,$0 ,$0 ,2011.0,north,Solano_2012
115,Sonoma,0.0,1.0,9.0,9.0,0.0,29.0,6.0,0.0,0.0,0.0,17.0,3.0,2011.0,north,43.0,30.0,1.0,0.0,0.0,0.0,0.0,2011.0,north,0,1.0,6.0,35,0,9.0,5.0,0.0,0.0,0.0,14,1.0,2011.0,north,69.0,0.0,53.0,5.0,1.0,10.0,2011.0,north,$0 ,$0 ,$0 ,"$5,100 ",$0 ,"$271,100 ",$201 ,$0 ,,$0 ,$0 ,$0 ,2011.0,north,$201 ,"$276,200 ",$0 ,$0 ,$0 ,$0 ,$0 ,2011.0,north,Sonoma_2012
116,Sutter,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2011.0,north,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2011.0,north,0,0.0,0.0,0,0,112.0,0.0,0.0,0.0,0.0,245,0.0,2011.0,north,357.0,0.0,117.0,0.0,0.0,240.0,2011.0,north,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2011.0,north,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2011.0,north,Sutter_2012
117,Tehama,2.0,0.0,8.0,11.0,0.0,45.0,2.0,0.0,0.0,2.0,13.0,0.0,2011.0,north,37.0,37.0,8.0,1.0,0.0,0.0,0.0,2011.0,north,20,0.0,105.0,41,0,125.0,1.0,0.0,0.0,2.0,29,0.0,2011.0,north,1.0,0.0,0.0,1.0,0.0,0.0,2011.0,north,$0 ,$0 ,$0 ,"$2,500 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2011.0,north,$0 ,"$2,500 ",$0 ,$0 ,$0 ,$0 ,$0 ,2011.0,north,Tehama_2012
118,Tehama,2.0,0.0,8.0,11.0,0.0,45.0,2.0,0.0,0.0,2.0,13.0,0.0,2011.0,north,37.0,37.0,8.0,1.0,0.0,0.0,0.0,2011.0,north,20,0.0,105.0,41,0,125.0,1.0,0.0,0.0,2.0,29,0.0,2011.0,north,1.0,0.0,0.0,1.0,0.0,0.0,2011.0,north,$0 ,$0 ,$0 ,"$2,500 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2011.0,north,$20 ,"$84,300 ","$2,500 ",$0 ,$0 ,$0 ,$0 ,2011.0,north,Tehama_2012
119,Tehama,2.0,0.0,8.0,11.0,0.0,45.0,2.0,0.0,0.0,2.0,13.0,0.0,2011.0,north,37.0,37.0,8.0,1.0,0.0,0.0,0.0,2011.0,north,20,0.0,105.0,41,0,125.0,1.0,0.0,0.0,2.0,29,0.0,2011.0,north,1.0,0.0,0.0,1.0,0.0,0.0,2011.0,north,$300 ,$0 ,$520 ,"$2,100 ",$0 ,"$2,200 ","$80,000 ",$0 ,,"$1,000 ",$700 ,$0 ,2011.0,north,$0 ,"$2,500 ",$0 ,$0 ,$0 ,$0 ,$0 ,2011.0,north,Tehama_2012
120,Tehama,2.0,0.0,8.0,11.0,0.0,45.0,2.0,0.0,0.0,2.0,13.0,0.0,2011.0,north,37.0,37.0,8.0,1.0,0.0,0.0,0.0,2011.0,north,20,0.0,105.0,41,0,125.0,1.0,0.0,0.0,2.0,29,0.0,2011.0,north,1.0,0.0,0.0,1.0,0.0,0.0,2011.0,north,$300 ,$0 ,$520 ,"$2,100 ",$0 ,"$2,200 ","$80,000 ",$0 ,,"$1,000 ",$700 ,$0 ,2011.0,north,$20 ,"$84,300 ","$2,500 ",$0 ,$0 ,$0 ,$0 ,2011.0,north,Tehama_2012
121,Tehama,2.0,0.0,8.0,11.0,0.0,45.0,2.0,0.0,0.0,2.0,13.0,0.0,2011.0,north,37.0,37.0,8.0,1.0,0.0,0.0,0.0,2011.0,north,20,0.0,105.0,41,0,125.0,1.0,0.0,0.0,2.0,29,0.0,2011.0,north,324.0,1.0,164.0,2.0,0.0,157.0,2011.0,north,$0 ,$0 ,$0 ,"$2,500 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2011.0,north,$0 ,"$2,500 ",$0 ,$0 ,$0 ,$0 ,$0 ,2011.0,north,Tehama_2012
122,Tehama,2.0,0.0,8.0,11.0,0.0,45.0,2.0,0.0,0.0,2.0,13.0,0.0,2011.0,north,37.0,37.0,8.0,1.0,0.0,0.0,0.0,2011.0,north,20,0.0,105.0,41,0,125.0,1.0,0.0,0.0,2.0,29,0.0,2011.0,north,324.0,1.0,164.0,2.0,0.0,157.0,2011.0,north,$0 ,$0 ,$0 ,"$2,500 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2011.0,north,$20 ,"$84,300 ","$2,500 ",$0 ,$0 ,$0 ,$0 ,2011.0,north,Tehama_2012
123,Tehama,2.0,0.0,8.0,11.0,0.0,45.0,2.0,0.0,0.0,2.0,13.0,0.0,2011.0,north,37.0,37.0,8.0,1.0,0.0,0.0,0.0,2011.0,north,20,0.0,105.0,41,0,125.0,1.0,0.0,0.0,2.0,29,0.0,2011.0,north,324.0,1.0,164.0,2.0,0.0,157.0,2011.0,north,$300 ,$0 ,$520 ,"$2,100 ",$0 ,"$2,200 ","$80,000 ",$0 ,,"$1,000 ",$700 ,$0 ,2011.0,north,$0 ,"$2,500 ",$0 ,$0 ,$0 ,$0 ,$0 ,2011.0,north,Tehama_2012
124,Tehama,2.0,0.0,8.0,11.0,0.0,45.0,2.0,0.0,0.0,2.0,13.0,0.0,2011.0,north,37.0,37.0,8.0,1.0,0.0,0.0,0.0,2011.0,north,20,0.0,105.0,41,0,125.0,1.0,0.0,0.0,2.0,29,0.0,2011.0,north,324.0,1.0,164.0,2.0,0.0,157.0,2011.0,north,$300 ,$0 ,$520 ,"$2,100 ",$0 ,"$2,200 ","$80,000 ",$0 ,,"$1,000 ",$700 ,$0 ,2011.0,north,$20 ,"$84,300 ","$2,500 ",$0 ,$0 ,$0 ,$0 ,2011.0,north,Tehama_2012
125,Tulare,10.0,1.0,4.0,3.0,2.0,14.0,3.0,0.0,0.0,1.0,18.0,1.0,2011.0,south,20.0,27.0,4.0,1.0,4.0,1.0,0.0,2011.0,south,29,0.0,0.0,"1,213",31,803.0,2.0,0.0,0.0,0.0,"1,377",0.0,2011.0,south,3454.0,31.0,3393.0,0.0,0.0,30.0,2011.0,south,"$2,425 ",$0 ,$100 ,"$24,460 ","$1,000 ","$12,000 ",$500 ,$0 ,$0 ,$0 ,"$36,200 ",$0 ,2011.0,south ,$500 ,"$28,075 ","$3,600 ",$0 ,"$20,250 ","$24,260 ",$0 ,2011.0,south,Tulare_2012
126,Tuolumne,2.0,0.0,31.0,2.0,0.0,66.0,2.0,0.0,0.0,1.0,16.0,1.0,2011.0,south,76.0,41.0,2.0,2.0,0.0,0.0,0.0,2011.0,south,8,0.0,29.0,1,0,154.0,2.0,0.0,0.0,1.0,134,6.0,2011.0,south,335.0,9.0,171.0,20.0,1.0,134.0,2011.0,south,$900 ,$0 ,"$1,831 ",$0 ,$0 ,"$604,567 ",$600 ,$0 ,$0 ,$0 ,"$35,484 ","$1,200 ",2011.0,south ,"$9,605 ","$9,334 ","$578,443 ","$47,200 ",$0 ,$0 ,$0 ,2011.0,south,Tuolumne_2012
127,W. San Joaquin,0.0,0.0,1.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,1.0,2011.0,north,11.0,7.0,2.0,1.0,0.0,0.0,0.0,2011.0,north,0,0.0,5.0,5,0,1.0,0.0,0.0,0.0,0.0,278,1.0,2011.0,north,290.0,0.0,251.0,0.0,0.0,39.0,2011.0,north,$0 ,$0 ,$0 ,,$0 ,"$1,000 ",$0 ,$0 ,,$0 ,"$57,450 ",$0 ,2011.0,north,"$1,000 ",$250 ,"$14,200 ","$43,000 ",$0 ,$0 ,$0 ,2011.0,north,W. San Joaquin_2012
128,W. Stanislaus,0.0,0.0,1.0,4.0,0.0,3.0,2.0,0.0,0.0,0.0,5.0,2.0,2011.0,north,5.0,11.0,1.0,0.0,0.0,0.0,0.0,2011.0,north,0,0.0,6.0,35,0,0.0,3.0,0.0,0.0,0.0,6,2.0,2011.0,north,52.0,0.0,51.0,0.0,0.0,1.0,2011.0,north,$0 ,$0 ,$900 ,"$3,300 ",$0 ,$0 ,$400 ,$0 ,,$0 ,"$5,500 ",$0 ,2011.0,north,$0 ,"$6,800 ","$3,300 ",$0 ,$0 ,$0 ,$0 ,2011.0,north,W. Stanislaus_2012
129,W. Trinity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2011.0,north,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2011.0,north,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,2011.0,north,1.0,0.0,0.0,1.0,0.0,0.0,2011.0,north,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2011.0,north,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2011.0,north,W. Trinity_2012
130,Yolo,0.0,0.0,6.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,1.0,2011.0,north,5.0,14.0,4.0,0.0,0.0,0.0,0.0,2011.0,north,0,0.0,53.0,36,0,68.0,0.0,0.0,0.0,0.0,49,1.0,2011.0,north,207.0,0.0,205.0,1.0,0.0,1.0,2011.0,north,$0 ,$0 ,$0 ,"$35,000 ",$0 ,$0 ,$0 ,$0 ,,$0 ,$2 ,$0 ,2011.0,north,$0 ,"$35,002 ",$0 ,$0 ,$0 ,$0 ,$0 ,2011.0,north,Yolo_2012
