county,arson_x,campfire_x,debris_burning_x,equip._use_x,ltng._x,misc._x,p-w-f_x,powerline_x,railroad_x,smoking_x,undet._x,vehicle_x,.25_acres_or_<_x,.26-9.99_acres_x,10-99_acres_x,100-299_acres_x,300-999_acres_x,1000-4999_acres_x,5000_acres_>_x,arson_y,campfire_y,debris_burning_y,equip_use_y,ltng_y,misc._y,p-w-f_y,powerline_y,railroad_y,smoking_y,undet._y,vehicle_y,brush,grass,timber,woodland,other,arson,campfire,debris_burning,equip._use,ltng.,misc.,p-w-f,power-_line,rail-road,smoking,undet.,vehicle,.25_acres_or_<_y,.26-9.99_acres_y,10-99_acres_y,100-299_acres_y,300-999_acres_y,1000-4999_acres_y,5000_acres_>_y,year,region,county_year
Monterey,2,5,14,3,0,7,0,9,0,5,9,16,33,34,2,1,0,0,0,2,1,12,6,0,31,0,10,0,2,3,135,10,177,6,0,9,$0 ,$2 ,$50 ,"$2,000 ",$40 ,$0 ,$0 ,"$1,001 ",$0 ,$1 ,$0 ,$781 ,$3 ,"$2,492 ","$1,275 ",$105 ,$0 ,$0 ,$0 ,2013,south,Monterey_2013
Napa,0,2,1,6,0,8,2,7,0,0,17,7,26,20,3,0,1,0,0,0,0,1,5,0,6,12,14,0,0,407,2,29,412,3,0,3,$0 ,$100 ,$0 ,"$34,000 ",$0 ,$0 ,$0 ,"$2,600 ",$0 ,$0 ,"$54,040 ","$12,022 ","$5,120 ","$89,642 ","$6,000 ",$0 ,"$2,000 ",$0 ,$0 ,2013,north,Napa_2013
Nevada,1,6,43,7,7,10,4,11,0,3,29,4,79,44,2,0,0,0,0,0,12,22,8,2,3,1,4,0,11,67,1,8,31,12,10,70,$0 ,$0 ,"$2,606 ","$13,000 ","$2,530 ",$0 ,$30 ,$0 ,$0 ,"$2,000 ","$300,002 ","$12,400 ","$12,938 ","$17,630 ","$302,000 ",$0 ,$0 ,$0 ,$0 ,2013,north,Nevada_2013
Placer,4,4,24,19,3,12,1,15,1,1,47,12,73,66,4,0,0,0,0,3,3,27,30,2,22,0,7,19,0,59,3,6,73,7,2,87,$0 ,$0 ,"$2,650 ","$1,000 ","$4,501 ",$0 ,$0 ,"$1,000 ",$0 ,$0 ,"$53,800 ","$7,000 ","$8,600 ","$41,351 ","$20,000 ",$0 ,$0 ,$0 ,$0 ,2013,north,Placer_2013
Plumas,0,0,0,1,4,3,0,0,0,0,1,3,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,$0 ,$0 ,$0 ,$0 ,$1 ,$2 ,$0 ,"$1,020 ",$0 ,$0 ,$0 ,$251 ,"$1,024 ",$250 ,$0 ,$0 ,$0 ,$0 ,$0 ,2013,north,Plumas_2013
Riverside,3,6,11,8,2,44,6,10,0,3,68,63,148,59,9,5,1,0,2,5,4,14,7,3,184,43,"27,677",0,1,"21,473",49,20509,685,2,0,28264,$0 ,$0 ,"$2,000 ","$1,138,100 ","$11,200 ",$0 ,$0 ,"$404,448 ",$0 ,$0 ,"$3,188,148 ","$3,234,450 ","$3,638,498 ","$11,700 ","$104,700 ",$0 ,$0 ,$0 ,"$4,223,448 ",2013,south,Riverside_2013
Sacramento,1,0,1,4,0,0,0,3,0,0,6,2,3,13,1,0,0,0,0,0,0,2,11,0,0,0,7,0,0,58,5,0,55,0,0,28,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$2 ,$0 ,$0 ,$2 ,$0 ,$0 ,$0 ,$0 ,$0 ,2013,north,Sacramento_2013
San Benito,1,1,2,1,0,7,0,0,0,0,3,4,8,9,1,0,1,0,0,1,0,3,354,0,7,0,0,0,0,1,100,0,462,1,0,3,$0 ,$0 ,"$5,000 ",$0 ,"$8,000 ",$0 ,$0 ,"$1,000 ",$0 ,$0 ,$0 ,"$8,600 ",$0 ,"$14,600 ",$0 ,$0 ,"$8,000 ",$0 ,$0 ,2013,south,San Benito_2013
San Bernardino,8,5,21,5,6,17,5,2,2,4,21,8,74,27,2,0,1,0,0,539,2,4,13,12,4,1,1,3,2,82,3,22,635,0,0,9,$0 ,$0 ,$0 ,$0 ,"$5,000 ",$300 ,$0 ,"$2,000 ",$25 ,$0 ,$1 ,$0 ,"$7,301 ",$25 ,$0 ,$0 ,$0 ,$0 ,$0 ,2013,south,San Bernardino_2013
San Diego,11,7,7,27,1,27,3,10,0,2,86,16,99,75,15,5,0,2,1,5,6,5,215,12,49,1,16,0,5,"12,847",158,7215,5755,6,4,339,$0 ,"$1,300 ",$0 ,"$1,500 ","$70,200 ",$0 ,$1 ,$2 ,$0 ,$0 ,"$202,154 ","$2,800 ","$103,953 ","$171,800 ","$2,202 ",$0 ,$0 ,$0 ,$2 ,2013,south,San Diego_2013
San Joaquin,1,0,1,2,0,0,0,0,0,0,3,1,2,4,1,0,0,0,0,1,0,1,64,0,0,0,0,0,0,1,0,0,2,0,0,65,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$1 ,$0 ,$0 ,$1 ,$0 ,$0 ,$0 ,$0 ,$0 ,2013,north,San Joaquin_2013
San Luis Obispo,0,5,5,12,0,30,2,13,0,2,37,16,63,54,5,0,0,0,0,0,5,9,61,0,26,0,117,0,8,161,20,54,321,0,8,24,$0 ,$0 ,$0 ,"$11,300 ","$1,550 ",$0 ,$0 ,"$1,100 ",$0 ,$0 ,"$7,600 ","$19,500 ","$17,200 ","$20,250 ","$3,600 ",$0 ,$0 ,$0 ,$0 ,2013,south,San Luis Obispo_2013
San Mateo,1,1,0,1,1,0,0,4,0,0,8,3,9,10,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,4,5,0,6,2,0,5,$0 ,$0 ,$0 ,$200 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$15 ,"$1,000 ",$215 ,"$1,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,2013,north,San Mateo_2013
Santa Clara,0,1,1,4,0,5,2,4,0,0,17,4,15,20,2,1,0,0,0,0,0,1,3,0,13,0,101,0,0,18,12,0,129,1,0,18,$0 ,$0 ,"$10,000 ","$2,000 ",$0 ,$0 ,$0 ,"$1,200 ",$0 ,$0 ,$360 ,$0 ,$100 ,"$10,360 ","$1,100 ","$2,000 ",$0 ,$0 ,$0 ,2013,north,Santa Clara_2013
Santa Cruz,11,11,9,4,0,10,4,7,1,4,21,7,68,20,1,0,0,0,0,21,3,2,0,0,5,1,2,0,1,9,1,4,6,11,0,24,$0 ,$2 ,$1 ,$0 ,$400 ,$0 ,$0 ,$800 ,$0 ,$5 ,"$741,300 ","$7,010 ","$6,508 ","$743,010 ",$0 ,$0 ,$0 ,$0 ,$0 ,2013,north,Santa Cruz_2013
Shasta,41,3,38,11,13,22,6,14,0,4,45,23,80,130,8,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"$23,501 ",$0 ,"$43,001 ","$15,600 ","$5,000 ",$0 ,$0 ,"$1,200 ",$0 ,$600 ,"$5,407,791 ","$5,200 ",$0 ,$1 ,$0 ,$0 ,$0 ,$0 ,$0 ,2013,north,Shasta_2013
Shasta,41,3,38,11,13,22,6,14,0,4,45,23,80,130,8,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"$23,501 ",$0 ,"$43,001 ","$15,600 ","$5,000 ",$0 ,$0 ,"$1,200 ",$0 ,$600 ,"$5,407,791 ","$5,200 ","$47,600 ","$55,102 ","$95,000 ",$0 ,$0 ,$0 ,"$5,304,191 ",2013,north,Shasta_2013
Shasta,41,3,38,11,13,22,6,14,0,4,45,23,80,130,8,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"$23,501 ",$0 ,"$43,001 ","$15,600 ","$5,000 ",$0 ,$0 ,"$1,200 ",$0 ,$600 ,"$5,407,791 ","$5,200 ",$0 ,$1 ,$0 ,$0 ,$0 ,$0 ,$0 ,2013,north,Shasta_2013
Shasta,41,3,38,11,13,22,6,14,0,4,45,23,80,130,8,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,30,8363,30,7,263,"$23,501 ",$0 ,"$43,001 ","$15,600 ","$5,000 ",$0 ,$0 ,"$1,200 ",$0 ,$600 ,"$5,407,791 ","$5,200 ",$0 ,$1 ,$0 ,$0 ,$0 ,$0 ,$0 ,2013,north,Shasta_2013
Shasta,41,3,38,11,13,22,6,14,0,4,45,23,80,130,8,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,30,8363,30,7,263,"$23,501 ",$0 ,"$43,001 ","$15,600 ","$5,000 ",$0 ,$0 ,"$1,200 ",$0 ,$600 ,"$5,407,791 ","$5,200 ","$47,600 ","$55,102 ","$95,000 ",$0 ,$0 ,$0 ,"$5,304,191 ",2013,north,Shasta_2013
Shasta,41,3,38,11,13,22,6,14,0,4,45,23,80,130,8,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,30,8363,30,7,263,"$23,501 ",$0 ,"$43,001 ","$15,600 ","$5,000 ",$0 ,$0 ,"$1,200 ",$0 ,$600 ,"$5,407,791 ","$5,200 ",$0 ,$1 ,$0 ,$0 ,$0 ,$0 ,$0 ,2013,north,Shasta_2013
Shasta,41,3,38,11,13,22,6,14,0,4,45,23,80,130,8,1,0,0,1,32,12,99,27,194,66,10,12,0,6,"8,217",18,0,0,1,0,0,"$23,501 ",$0 ,"$43,001 ","$15,600 ","$5,000 ",$0 ,$0 ,"$1,200 ",$0 ,$600 ,"$5,407,791 ","$5,200 ",$0 ,$1 ,$0 ,$0 ,$0 ,$0 ,$0 ,2013,north,Shasta_2013
Shasta,41,3,38,11,13,22,6,14,0,4,45,23,80,130,8,1,0,0,1,32,12,99,27,194,66,10,12,0,6,"8,217",18,0,0,1,0,0,"$23,501 ",$0 ,"$43,001 ","$15,600 ","$5,000 ",$0 ,$0 ,"$1,200 ",$0 ,$600 ,"$5,407,791 ","$5,200 ","$47,600 ","$55,102 ","$95,000 ",$0 ,$0 ,$0 ,"$5,304,191 ",2013,north,Shasta_2013
Shasta,41,3,38,11,13,22,6,14,0,4,45,23,80,130,8,1,0,0,1,32,12,99,27,194,66,10,12,0,6,"8,217",18,0,0,1,0,0,"$23,501 ",$0 ,"$43,001 ","$15,600 ","$5,000 ",$0 ,$0 ,"$1,200 ",$0 ,$600 ,"$5,407,791 ","$5,200 ",$0 ,$1 ,$0 ,$0 ,$0 ,$0 ,$0 ,2013,north,Shasta_2013
Shasta,41,3,38,11,13,22,6,14,0,4,45,23,80,130,8,1,0,0,1,32,12,99,27,194,66,10,12,0,6,"8,217",18,30,8363,30,7,263,"$23,501 ",$0 ,"$43,001 ","$15,600 ","$5,000 ",$0 ,$0 ,"$1,200 ",$0 ,$600 ,"$5,407,791 ","$5,200 ",$0 ,$1 ,$0 ,$0 ,$0 ,$0 ,$0 ,2013,north,Shasta_2013
Shasta,41,3,38,11,13,22,6,14,0,4,45,23,80,130,8,1,0,0,1,32,12,99,27,194,66,10,12,0,6,"8,217",18,30,8363,30,7,263,"$23,501 ",$0 ,"$43,001 ","$15,600 ","$5,000 ",$0 ,$0 ,"$1,200 ",$0 ,$600 ,"$5,407,791 ","$5,200 ","$47,600 ","$55,102 ","$95,000 ",$0 ,$0 ,$0 ,"$5,304,191 ",2013,north,Shasta_2013
Shasta,41,3,38,11,13,22,6,14,0,4,45,23,80,130,8,1,0,0,1,32,12,99,27,194,66,10,12,0,6,"8,217",18,30,8363,30,7,263,"$23,501 ",$0 ,"$43,001 ","$15,600 ","$5,000 ",$0 ,$0 ,"$1,200 ",$0 ,$600 ,"$5,407,791 ","$5,200 ",$0 ,$1 ,$0 ,$0 ,$0 ,$0 ,$0 ,2013,north,Shasta_2013
Shasta,41,3,38,11,13,22,6,14,0,4,45,23,80,130,8,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,"$23,501 ",$0 ,"$43,001 ","$15,600 ","$5,000 ",$0 ,$0 ,"$1,200 ",$0 ,$600 ,"$5,407,791 ","$5,200 ",$0 ,$1 ,$0 ,$0 ,$0 ,$0 ,$0 ,2013,north,Shasta_2013
Shasta,41,3,38,11,13,22,6,14,0,4,45,23,80,130,8,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,"$23,501 ",$0 ,"$43,001 ","$15,600 ","$5,000 ",$0 ,$0 ,"$1,200 ",$0 ,$600 ,"$5,407,791 ","$5,200 ","$47,600 ","$55,102 ","$95,000 ",$0 ,$0 ,$0 ,"$5,304,191 ",2013,north,Shasta_2013
Shasta,41,3,38,11,13,22,6,14,0,4,45,23,80,130,8,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,"$23,501 ",$0 ,"$43,001 ","$15,600 ","$5,000 ",$0 ,$0 ,"$1,200 ",$0 ,$600 ,"$5,407,791 ","$5,200 ",$0 ,$1 ,$0 ,$0 ,$0 ,$0 ,$0 ,2013,north,Shasta_2013
Shasta,41,3,38,11,13,22,6,14,0,4,45,23,80,130,8,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,30,8363,30,7,263,"$23,501 ",$0 ,"$43,001 ","$15,600 ","$5,000 ",$0 ,$0 ,"$1,200 ",$0 ,$600 ,"$5,407,791 ","$5,200 ",$0 ,$1 ,$0 ,$0 ,$0 ,$0 ,$0 ,2013,north,Shasta_2013
Shasta,41,3,38,11,13,22,6,14,0,4,45,23,80,130,8,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,30,8363,30,7,263,"$23,501 ",$0 ,"$43,001 ","$15,600 ","$5,000 ",$0 ,$0 ,"$1,200 ",$0 ,$600 ,"$5,407,791 ","$5,200 ","$47,600 ","$55,102 ","$95,000 ",$0 ,$0 ,$0 ,"$5,304,191 ",2013,north,Shasta_2013
Shasta,41,3,38,11,13,22,6,14,0,4,45,23,80,130,8,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,30,8363,30,7,263,"$23,501 ",$0 ,"$43,001 ","$15,600 ","$5,000 ",$0 ,$0 ,"$1,200 ",$0 ,$600 ,"$5,407,791 ","$5,200 ",$0 ,$1 ,$0 ,$0 ,$0 ,$0 ,$0 ,2013,north,Shasta_2013
Sierra,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,3,1,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2013,north,Sierra_2013
Siskiyou,2,3,18,7,56,38,2,4,0,2,7,2,119,20,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,$0 ,$0 ,$0 ,$0 ,$0 ,$200 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$200 ,$0 ,$0 ,$0 ,$0 ,$0 ,2013,north,Siskiyou_2013
Siskiyou,2,3,18,7,56,38,2,4,0,2,7,2,119,20,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,$0 ,$0 ,$0 ,$0 ,$0 ,$200 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$400 ,"$2,000 ",$0 ,$0 ,$0 ,$0 ,2013,north,Siskiyou_2013
Siskiyou,2,3,18,7,56,38,2,4,0,2,7,2,119,20,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,$0 ,$0 ,$0 ,$0 ,"$2,400 ",$1 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$200 ,$0 ,$0 ,$0 ,$0 ,$0 ,2013,north,Siskiyou_2013
Siskiyou,2,3,18,7,56,38,2,4,0,2,7,2,119,20,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,$0 ,$0 ,$0 ,$0 ,"$2,400 ",$1 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$400 ,"$2,000 ",$0 ,$0 ,$0 ,$0 ,2013,north,Siskiyou_2013
Siskiyou,2,3,18,7,56,38,2,4,0,2,7,2,119,20,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,104,13,13,3,$0 ,$0 ,$0 ,$0 ,$0 ,$200 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$200 ,$0 ,$0 ,$0 ,$0 ,$0 ,2013,north,Siskiyou_2013
Siskiyou,2,3,18,7,56,38,2,4,0,2,7,2,119,20,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,104,13,13,3,$0 ,$0 ,$0 ,$0 ,$0 ,$200 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$400 ,"$2,000 ",$0 ,$0 ,$0 ,$0 ,2013,north,Siskiyou_2013
Siskiyou,2,3,18,7,56,38,2,4,0,2,7,2,119,20,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,104,13,13,3,$0 ,$0 ,$0 ,$0 ,"$2,400 ",$1 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$200 ,$0 ,$0 ,$0 ,$0 ,$0 ,2013,north,Siskiyou_2013
Siskiyou,2,3,18,7,56,38,2,4,0,2,7,2,119,20,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,104,13,13,3,$0 ,$0 ,$0 ,$0 ,"$2,400 ",$1 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$400 ,"$2,000 ",$0 ,$0 ,$0 ,$0 ,2013,north,Siskiyou_2013
Siskiyou,2,3,18,7,56,38,2,4,0,2,7,2,119,20,2,0,0,0,0,0,0,7,63,61,1,0,0,0,0,2,0,0,0,0,0,1,$0 ,$0 ,$0 ,$0 ,$0 ,$200 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$200 ,$0 ,$0 ,$0 ,$0 ,$0 ,2013,north,Siskiyou_2013
Siskiyou,2,3,18,7,56,38,2,4,0,2,7,2,119,20,2,0,0,0,0,0,0,7,63,61,1,0,0,0,0,2,0,0,0,0,0,1,$0 ,$0 ,$0 ,$0 ,$0 ,$200 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$400 ,"$2,000 ",$0 ,$0 ,$0 ,$0 ,2013,north,Siskiyou_2013
Siskiyou,2,3,18,7,56,38,2,4,0,2,7,2,119,20,2,0,0,0,0,0,0,7,63,61,1,0,0,0,0,2,0,0,0,0,0,1,$0 ,$0 ,$0 ,$0 ,"$2,400 ",$1 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$200 ,$0 ,$0 ,$0 ,$0 ,$0 ,2013,north,Siskiyou_2013
Siskiyou,2,3,18,7,56,38,2,4,0,2,7,2,119,20,2,0,0,0,0,0,0,7,63,61,1,0,0,0,0,2,0,0,0,0,0,1,$0 ,$0 ,$0 ,$0 ,"$2,400 ",$1 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$400 ,"$2,000 ",$0 ,$0 ,$0 ,$0 ,2013,north,Siskiyou_2013
Siskiyou,2,3,18,7,56,38,2,4,0,2,7,2,119,20,2,0,0,0,0,0,0,7,63,61,1,0,0,0,0,2,0,1,104,13,13,3,$0 ,$0 ,$0 ,$0 ,$0 ,$200 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$200 ,$0 ,$0 ,$0 ,$0 ,$0 ,2013,north,Siskiyou_2013
Siskiyou,2,3,18,7,56,38,2,4,0,2,7,2,119,20,2,0,0,0,0,0,0,7,63,61,1,0,0,0,0,2,0,1,104,13,13,3,$0 ,$0 ,$0 ,$0 ,$0 ,$200 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$400 ,"$2,000 ",$0 ,$0 ,$0 ,$0 ,2013,north,Siskiyou_2013
Siskiyou,2,3,18,7,56,38,2,4,0,2,7,2,119,20,2,0,0,0,0,0,0,7,63,61,1,0,0,0,0,2,0,1,104,13,13,3,$0 ,$0 ,$0 ,$0 ,"$2,400 ",$1 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$200 ,$0 ,$0 ,$0 ,$0 ,$0 ,2013,north,Siskiyou_2013
Siskiyou,2,3,18,7,56,38,2,4,0,2,7,2,119,20,2,0,0,0,0,0,0,7,63,61,1,0,0,0,0,2,0,1,104,13,13,3,$0 ,$0 ,$0 ,$0 ,"$2,400 ",$1 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$400 ,"$2,000 ",$0 ,$0 ,$0 ,$0 ,2013,north,Siskiyou_2013
Solano,1,2,5,3,4,2,2,5,0,0,9,3,9,21,6,0,0,0,0,0,0,28,20,8,1,7,15,0,0,73,14,0,116,0,0,50,$0 ,$0 ,$2 ,"$86,400 ","$220,002 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$6,000 ","$15,300 ",$2 ,"$172,700 ","$155,002 ",$0 ,$0 ,$0 ,$0 ,2013,north,Solano_2013
Sonoma,11,5,25,22,18,26,4,37,0,4,36,8,109,76,8,2,0,1,0,26,6,24,210,7,9,2,"3,668",0,163,47,27,37,3931,14,86,121,$0 ,$0 ,$0 ,"$9,265,420 ","$21,576 ",$100 ,$0 ,"$75,500 ",$0 ,$0 ,"$4,300 ",$0 ,"$81,520 ","$284,376 ",$500 ,$500 ,$0 ,"$9,000,000 ",$0 ,2013,north,Sonoma_2013
Sutter,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2013,north,Sutter_2013
Tehama,9,0,7,10,8,11,1,9,0,1,17,3,27,39,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,"6,896",0,0,0,6896,0,0,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2013,north,Tehama_2013
Tehama,9,0,7,10,8,11,1,9,0,1,17,3,27,39,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,"6,896",0,0,0,6896,0,0,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$3,500 ","$276,900 ","$5,000 ","$11,000 ",$0 ,$0 ,"$50,000 ",2013,north,Tehama_2013
Tehama,9,0,7,10,8,11,1,9,0,1,17,3,27,39,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,"6,896",0,0,0,6896,0,0,$0 ,$0 ,$0 ,"$61,500 ","$6,900 ",$300 ,$600 ,"$15,000 ",$0 ,"$5,000 ","$254,100 ","$3,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2013,north,Tehama_2013
Tehama,9,0,7,10,8,11,1,9,0,1,17,3,27,39,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,"6,896",0,0,0,6896,0,0,$0 ,$0 ,$0 ,"$61,500 ","$6,900 ",$300 ,$600 ,"$15,000 ",$0 ,"$5,000 ","$254,100 ","$3,000 ","$3,500 ","$276,900 ","$5,000 ","$11,000 ",$0 ,$0 ,"$50,000 ",2013,north,Tehama_2013
Tehama,9,0,7,10,8,11,1,9,0,1,17,3,27,39,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,"6,896",0,9,12117,2,5,35,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2013,north,Tehama_2013
Tehama,9,0,7,10,8,11,1,9,0,1,17,3,27,39,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,"6,896",0,9,12117,2,5,35,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$3,500 ","$276,900 ","$5,000 ","$11,000 ",$0 ,$0 ,"$50,000 ",2013,north,Tehama_2013
Tehama,9,0,7,10,8,11,1,9,0,1,17,3,27,39,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,"6,896",0,9,12117,2,5,35,$0 ,$0 ,$0 ,"$61,500 ","$6,900 ",$300 ,$600 ,"$15,000 ",$0 ,"$5,000 ","$254,100 ","$3,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2013,north,Tehama_2013
Tehama,9,0,7,10,8,11,1,9,0,1,17,3,27,39,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,"6,896",0,9,12117,2,5,35,$0 ,$0 ,$0 ,"$61,500 ","$6,900 ",$300 ,$600 ,"$15,000 ",$0 ,"$5,000 ","$254,100 ","$3,000 ","$3,500 ","$276,900 ","$5,000 ","$11,000 ",$0 ,$0 ,"$50,000 ",2013,north,Tehama_2013
Tehama,9,0,7,10,8,11,1,9,0,1,17,3,27,39,6,3,0,0,1,7,0,107,51,209,8,1,"11,647",0,22,115,1,0,0,6896,0,0,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2013,north,Tehama_2013
Tehama,9,0,7,10,8,11,1,9,0,1,17,3,27,39,6,3,0,0,1,7,0,107,51,209,8,1,"11,647",0,22,115,1,0,0,6896,0,0,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$3,500 ","$276,900 ","$5,000 ","$11,000 ",$0 ,$0 ,"$50,000 ",2013,north,Tehama_2013
Tehama,9,0,7,10,8,11,1,9,0,1,17,3,27,39,6,3,0,0,1,7,0,107,51,209,8,1,"11,647",0,22,115,1,0,0,6896,0,0,$0 ,$0 ,$0 ,"$61,500 ","$6,900 ",$300 ,$600 ,"$15,000 ",$0 ,"$5,000 ","$254,100 ","$3,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2013,north,Tehama_2013
Tehama,9,0,7,10,8,11,1,9,0,1,17,3,27,39,6,3,0,0,1,7,0,107,51,209,8,1,"11,647",0,22,115,1,0,0,6896,0,0,$0 ,$0 ,$0 ,"$61,500 ","$6,900 ",$300 ,$600 ,"$15,000 ",$0 ,"$5,000 ","$254,100 ","$3,000 ","$3,500 ","$276,900 ","$5,000 ","$11,000 ",$0 ,$0 ,"$50,000 ",2013,north,Tehama_2013
Tehama,9,0,7,10,8,11,1,9,0,1,17,3,27,39,6,3,0,0,1,7,0,107,51,209,8,1,"11,647",0,22,115,1,9,12117,2,5,35,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2013,north,Tehama_2013
Tehama,9,0,7,10,8,11,1,9,0,1,17,3,27,39,6,3,0,0,1,7,0,107,51,209,8,1,"11,647",0,22,115,1,9,12117,2,5,35,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$3,500 ","$276,900 ","$5,000 ","$11,000 ",$0 ,$0 ,"$50,000 ",2013,north,Tehama_2013
